IRRADIATION,MODULE_TEMPERATURE,AMBIENT_TEMPERATURE,HOUR,MONTH,DAY_OF_YEAR,HOUR_SIN,HOUR_COS,ACTUAL_AC_POWER,PREDICTED_AC_POWER,ERROR
0.0,22.8575074,25.184316133333333,0,5,136,0.0,1.0,0.0,1.2029978,-1.2029978036880493
0.0,22.761667866666663,25.08458866666667,0,5,136,0.0,1.0,0.0,1.2029978,-1.2029978036880493
0.0,22.59230553333333,24.935752600000004,0,5,136,0.0,1.0,0.0,1.2029978,-1.2029978036880493
0.0,22.36085213333333,24.8461304,0,5,136,0.0,1.0,0.0,1.2029978,-1.2029978036880493
0.0,22.165422642857145,24.621525357142858,1,5,136,0.25881904510252074,0.9659258262890683,0.0,1.2029978,-1.2029978036880493
0.0,21.968570866666667,24.5360922,1,5,136,0.25881904510252074,0.9659258262890683,0.0,1.2029978,-1.2029978036880493
0.0,22.352925666666668,24.638673866666664,1,5,136,0.25881904510252074,0.9659258262890683,0.0,1.2029978,-1.2029978036880493
0.0,23.1609192,24.87302233333333,1,5,136,0.25881904510252074,0.9659258262890683,0.0,1.2029978,-1.2029978036880493
0.0,23.026113,24.936930466666663,2,5,136,0.49999999999999994,0.8660254037844387,0.0,1.2029978,-1.2029978036880493
0.0,23.343229266666665,25.0122476,2,5,136,0.49999999999999994,0.8660254037844387,0.0,1.2029978,-1.2029978036880493
0.0,23.639459266666663,25.005149333333332,2,5,136,0.49999999999999994,0.8660254037844387,0.0,1.2029978,-1.2029978036880493
0.0,24.0394858,24.993019533333328,2,5,136,0.49999999999999994,0.8660254037844387,0.0,1.2029978,-1.2029978036880493
0.0,24.384135571428573,25.016309428571425,3,5,136,0.7071067811865476,0.7071067811865476,0.0,1.2029978,-1.2029978036880493
0.0,24.35150773333333,24.985215266666664,3,5,136,0.7071067811865476,0.7071067811865476,0.0,1.2029978,-1.2029978036880493
0.0,24.060296533333336,24.93773193333333,3,5,136,0.7071067811865476,0.7071067811865476,0.0,1.2029978,-1.2029978036880493
0.0,23.709794133333336,24.87909953333333,3,5,136,0.7071067811865476,0.7071067811865476,0.0,1.2029978,-1.2029978036880493
0.0,22.58994153333333,24.6789022,4,5,136,0.8660254037844386,0.5000000000000001,0.0,1.2029978,-1.2029978036880493
0.0,21.78364253333333,24.3519308,4,5,136,0.8660254037844386,0.5000000000000001,0.0,1.2029978,-1.2029978036880493
0.0,21.85252493333333,24.0626222,4,5,136,0.8660254037844386,0.5000000000000001,0.0,1.2029978,-1.2029978036880493
0.0,22.306315,24.013224200000003,4,5,136,0.8660254037844386,0.5000000000000001,0.0,1.2029978,-1.2029978036880493
0.0,22.551908466666664,24.1771058,5,5,136,0.9659258262890683,0.25881904510252074,0.0,1.2029978,-1.2029978036880493
0.0,22.979492071428577,24.304888,5,5,136,0.9659258262890683,0.25881904510252074,0.0,1.2029978,-1.2029978036880493
0.0,23.452380466666668,24.328727266666665,5,5,136,0.9659258262890683,0.25881904510252074,0.0,1.2029978,-1.2029978036880493
0.0008627212413333,23.09669193333333,24.28921113333333,5,5,136,0.9659258262890683,0.25881904510252074,0.0,1.2029978,-1.2029978036880493
0.0058869571866666,22.2067566,24.088446066666663,6,5,136,1.0,6.123233995736766e-17,90.929166668,78.21496,12.714208477082025
0.0222816074666666,22.35345866666667,24.01163526666667,6,5,136,1.0,6.123233995736766e-17,593.33869048,630.19794,-36.85924653171878
0.0494097238666666,22.893282,23.976731266666665,6,5,136,1.0,6.123233995736766e-17,1480.19464286,1490.7592,-10.56451241343757
0.0953944536,24.442443933333333,24.21899,6,5,136,1.0,6.123233995736766e-17,2790.4482143,2829.149,-38.70071148124998
0.1419404433333333,27.185652866666665,24.5373984,7,5,136,0.9659258262890683,-0.25881904510252063,4052.6621428999997,4251.026,-198.3637360062503
0.1547126757142856,28.888477857142853,24.8159595,7,5,136,0.9659258262890683,-0.25881904510252063,4368.7226191,4449.154,-80.43118949375003
0.1487991533333333,29.6056438,24.988789866666668,7,5,136,0.9659258262890683,-0.25881904510252063,4275.935119,4317.1733,-41.23822084375024
0.1447934189333333,29.547110933333336,25.21618033333333,7,5,136,0.9659258262890683,-0.25881904510252063,4352.0946427,4282.029,70.0658341062499
0.2016386213333333,31.412544733333327,25.41951306666667,8,5,136,0.8660254037844387,-0.4999999999999998,6365.6089285,6262.354,103.25492459374982
0.3457076533333333,35.5287108,25.95908213333333,8,5,136,0.8660254037844387,-0.4999999999999998,10002.0646429,10076.112,-74.04766178749924
0.4053485726666666,40.3180586,26.430782066666666,8,5,136,0.8660254037844387,-0.4999999999999998,10995.602976099999,11395.886,-400.28276608750093
0.3124267953333332,39.08195373333332,26.8318298,8,5,136,0.8660254037844387,-0.4999999999999998,9080.0678571,9123.074,-43.006361649999235
0.6231526486666666,45.0092326,27.6209698,9,5,136,0.7071067811865476,-0.7071067811865475,16211.35,16623.996,-412.64609374999964
0.3448840357142857,46.6177065,27.988362071428572,9,5,136,0.7071067811865476,-0.7071067811865475,9692.832143,9762.915,-70.08289606250037
0.2492484,39.136326,27.516727866666667,9,5,136,0.7071067811865476,-0.7071067811865475,7511.4000001,7606.6997,-95.2997069312496
0.5412059773333334,40.93057693333333,27.450107666666668,9,5,136,0.7071067811865476,-0.7071067811865475,15793.1124999,15317.038,476.07441396250033
0.670675372,52.5477356,28.632191866666663,10,5,136,0.49999999999999994,-0.8660254037844387,17896.7982142,17723.266,173.53258920000007
0.5722834766666666,47.633738,28.768912733333337,10,5,136,0.49999999999999994,-0.8660254037844387,15531.95,15931.221,-399.2707031249993
0.4551483833333333,49.249723266666656,29.35144260000001,10,5,136,0.49999999999999994,-0.8660254037844387,12648.5917859,13136.16,-487.5683703499999
0.3619616539999999,44.048325600000005,28.854707866666665,10,5,136,0.49999999999999994,-0.8660254037844387,11091.6289285,11029.09,62.53908475000026
0.6365608813333332,47.68545339999999,29.410819333333336,11,5,136,0.258819045102521,-0.9659258262890682,18936.5592845,18587.24,349.3190501249992
0.5857872135714286,50.006988571428565,30.21606228571428,11,5,136,0.258819045102521,-0.9659258262890682,15683.7136904,16079.165,-395.4513486625001
0.5570693833333333,49.8413636,30.2870728,11,5,136,0.258819045102521,-0.9659258262890682,15207.2839286,15620.848,-413.56372765000015
0.4679868693333333,47.8363832,30.811049333333333,11,5,136,0.258819045102521,-0.9659258262890682,16401.5892857,15527.435,874.1547153874999
0.5149625866666667,49.183583533333326,31.305375066666663,12,5,136,1.2246467991473532e-16,-1.0,15250.8083332,15356.912,-106.10377617499944
0.7878660286666666,49.84449266666666,31.50729773333333,12,5,136,1.2246467991473532e-16,-1.0,20477.0178565,21242.848,-765.8297997500013
0.6492476293333334,52.35325513333333,32.147684733333335,12,5,136,1.2246467991473532e-16,-1.0,19341.707142,18646.852,694.8555794999993
0.761243312,50.631239933333326,32.39142040000001,12,5,136,1.2246467991473532e-16,-1.0,20470.8976196,20879.91,-409.0125366499997
0.4160351014285714,49.610767714285714,32.622796071428574,13,5,136,-0.2588190451025208,-0.9659258262890683,12721.8767857,12468.345,253.53205913750026
0.489243946,47.01116133333333,32.49706446666666,13,5,136,-0.2588190451025208,-0.9659258262890683,14665.9857143,15098.486,-432.50061382499916
0.574561224,46.66986293333333,32.52462140000001,13,5,136,-0.2588190451025208,-0.9659258262890683,17185.6589285,17081.928,103.73119412500091
0.560985624,47.516884133333335,32.67847086666667,13,5,136,-0.2588190451025208,-0.9659258262890683,16736.7428575,16742.871,-6.128236249998736
0.7350834633333333,49.80390433333333,33.763185400000005,14,5,136,-0.4999999999999997,-0.8660254037844388,21747.0660709,21455.916,291.15005527500034
0.8936614913333333,55.030613,34.13076993333335,14,5,136,-0.4999999999999997,-0.8660254037844388,25352.546429,25212.602,139.9448665000018
0.466788824,54.51913673333334,34.08138426666667,14,5,136,-0.4999999999999997,-0.8660254037844388,13989.1960714,13719.119,270.0769307749997
0.5421384957142857,47.618194642857134,33.69572221428571,14,5,136,-0.4999999999999997,-0.8660254037844388,15723.0553573,16117.466,-394.41046301250026
0.3988885433333333,46.02908119999999,33.89057606666666,15,5,136,-0.7071067811865471,-0.7071067811865479,12603.7660715,12269.605,334.1606027500002
0.4472921486666666,44.28609193333333,34.043744000000004,15,5,136,-0.7071067811865471,-0.7071067811865479,14031.0267857,13812.965,218.0619419499999
0.5651963973333332,46.7442812,34.40285233333333,15,5,136,-0.7071067811865471,-0.7071067811865479,16342.9196427,16759.281,-416.3616072999994
0.3462306933333333,43.9206158,34.430942666666674,15,5,136,-0.7071067811865471,-0.7071067811865479,10543.7660713,10418.98,124.78560255000048
0.3581823699999999,43.332853333333325,34.38115033333334,16,5,136,-0.8660254037844385,-0.5000000000000004,10704.0232143,10811.056,-107.03244976250062
0.3288961193333332,41.007431933333336,34.12625693333333,16,5,136,-0.8660254037844385,-0.5000000000000004,9763.4464286,9647.373,116.07338172500022
0.344954196,41.28059066666666,34.35660993333333,16,5,136,-0.8660254037844385,-0.5000000000000004,10210.6642856,10123.51,87.15451997499986
0.260346758,39.419075933333325,33.86159653333333,16,5,136,-0.8660254037844385,-0.5000000000000004,7643.7595239,7647.313,-3.553464381249796
0.1668127414285714,36.82670364285714,33.443313571428575,17,5,136,-0.9659258262890683,-0.25881904510252063,4894.9928571,5032.1157,-137.12286555624996
0.1738986373333333,35.852207400000005,33.30025473333334,17,5,136,-0.9659258262890683,-0.25881904510252063,4875.0053572,5033.108,-158.1025529562503
0.08716189,34.3384004,33.03212220000001,17,5,136,-0.9659258262890683,-0.25881904510252063,2558.0166667,2660.6128,-102.59612626875014
0.0384030336,31.54853933333333,32.311871133333334,17,5,136,-0.9659258262890683,-0.25881904510252063,1102.00535715,1093.7208,8.284531954687509
0.0225449364285714,30.225331,31.13241364285714,18,5,136,-1.0,-1.8369701987210297e-16,628.37678572,696.38837,-68.0115809792187
0.00914994484,28.6825074,29.243110933333337,18,5,136,-1.0,-1.8369701987210297e-16,212.151785715,198.91658,13.235205514804676
0.001841024544,27.285992266666668,28.495518,18,5,136,-1.0,-1.8369701987210297e-16,0.0,23.003176,-23.003175735473633
0.0,25.96194653333333,27.8840638,18,5,136,-1.0,-1.8369701987210297e-16,0.0,17.526863,-17.52686309814453
