DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,4135001,HmiyD2TTLFNqkNe,25.184316133333333,22.8575074,0.0
2020-05-15 03:30:00,4135001,HmiyD2TTLFNqkNe,24.93773193333333,24.060296533333336,0.0
2020-05-15 04:15:00,4135001,HmiyD2TTLFNqkNe,24.3519308,21.78364253333333,0.0
2020-05-15 05:30:00,4135001,HmiyD2TTLFNqkNe,24.328727266666665,23.452380466666668,0.0
2020-05-15 06:15:00,4135001,HmiyD2TTLFNqkNe,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 07:15:00,4135001,HmiyD2TTLFNqkNe,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,4135001,HmiyD2TTLFNqkNe,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,4135001,HmiyD2TTLFNqkNe,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,4135001,HmiyD2TTLFNqkNe,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 10:45:00,4135001,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,4135001,HmiyD2TTLFNqkNe,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,4135001,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 12:00:00,4135001,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333326,0.5149625866666667
2020-05-15 12:45:00,4135001,HmiyD2TTLFNqkNe,32.39142040000001,50.631239933333326,0.761243312
2020-05-15 13:00:00,4135001,HmiyD2TTLFNqkNe,32.622796071428574,49.610767714285714,0.4160351014285714
2020-05-15 14:00:00,4135001,HmiyD2TTLFNqkNe,33.763185400000005,49.80390433333333,0.7350834633333333
2020-05-15 15:45:00,4135001,HmiyD2TTLFNqkNe,34.430942666666674,43.9206158,0.3462306933333333
2020-05-15 16:45:00,4135001,HmiyD2TTLFNqkNe,33.86159653333333,39.419075933333325,0.260346758
2020-05-15 17:15:00,4135001,HmiyD2TTLFNqkNe,33.30025473333334,35.852207400000005,0.1738986373333333
2020-05-15 17:30:00,4135001,HmiyD2TTLFNqkNe,33.03212220000001,34.3384004,0.08716189
2020-05-15 18:15:00,4135001,HmiyD2TTLFNqkNe,29.243110933333337,28.6825074,0.00914994484
2020-05-15 19:00:00,4135001,HmiyD2TTLFNqkNe,27.455975400000003,25.38531306666667,0.0
2020-05-15 20:00:00,4135001,HmiyD2TTLFNqkNe,22.66317964285714,20.290725714285717,0.0
2020-05-15 21:45:00,4135001,HmiyD2TTLFNqkNe,22.236828466666665,20.914416666666668,0.0
2020-05-15 22:00:00,4135001,HmiyD2TTLFNqkNe,22.22185842857143,20.895703928571425,0.0
2020-05-16 02:00:00,4135001,HmiyD2TTLFNqkNe,21.68216,20.072144,0.0
2020-05-16 04:15:00,4135001,HmiyD2TTLFNqkNe,21.89991073333333,20.712640333333333,0.0
2020-05-16 05:45:00,4135001,HmiyD2TTLFNqkNe,21.959989266666664,20.5434348,0.0001471694642
2020-05-16 06:30:00,4135001,HmiyD2TTLFNqkNe,21.985833666666664,21.195638,0.0495149681333333
2020-05-16 08:45:00,4135001,HmiyD2TTLFNqkNe,25.757175666666665,38.892010733333336,0.4700814853333333
2020-05-16 09:45:00,4135001,HmiyD2TTLFNqkNe,27.030969466666665,41.825665333333326,0.5405936786666665
2020-05-16 12:15:00,4135001,HmiyD2TTLFNqkNe,30.376898714285712,48.67528185714285,0.5404251285714285
2020-05-16 12:30:00,4135001,HmiyD2TTLFNqkNe,30.8864686,50.44957046666666,0.76711941
2020-05-16 13:30:00,4135001,HmiyD2TTLFNqkNe,31.617256666666663,49.747872,0.5838647386666667
2020-05-16 14:00:00,4135001,HmiyD2TTLFNqkNe,31.423628733333334,46.57489593333333,0.435684946
2020-05-16 14:45:00,4135001,HmiyD2TTLFNqkNe,32.3501976,46.20359726666666,0.5149644066666667
2020-05-16 16:00:00,4135001,HmiyD2TTLFNqkNe,32.029101733333334,37.712012,0.2276812526666666
2020-05-16 16:45:00,4135001,HmiyD2TTLFNqkNe,31.88745533333333,34.781236066666665,0.150128168
2020-05-16 19:15:00,4135001,HmiyD2TTLFNqkNe,27.9578898,25.1996236,0.0
2020-05-16 20:15:00,4135001,HmiyD2TTLFNqkNe,26.701993733333328,24.079714066666664,0.0
2020-05-16 21:15:00,4135001,HmiyD2TTLFNqkNe,25.61655473333333,22.952588,0.0
